구분,질문,답변
월세,부동산 사람이랑 오늘 월세방 보러 가기로 했는데아침에 연락왔거든요 집 매물이 개강시즌이라 별로 없다고 자기가 조금만 더 찾아보고 연락 주겠다는데 이런 경우도 있어요? ㄹㅇ 괜찮은 집 알아봐주려 그러는건가요,더 좋은 조건의 세입자가 나타나서 물건이 나간 경우일 것 같아요~그래서 계약금(10%) 거는 것도 타이밍이 참 중요하답니다.내가 살 집이니까.. 단기간이라 하더라도 신중해야하는 것은 당연하지만 특히나 개강시즌이라면발바르게 움직이셔야 할 것 같네요~~요즘은 전세보다 월세가 금방 나가거든요..
월세,제가 이번에 기숙사를 안들어가고 월세를 살려고 하는데요학교랑 본가랑 많이멀어서 부모님께서 오실수가 없어서 같이 자취하기로한 친구와 함께 부동산 예약이랑 계약을 하러 가야해요! 처음이라서 어떤걸 물어보고 어떤 약정이 있는지 잘몰라서 혹시 대학생이 처음 부동산 계약을 하러갈때 눈여겨 봐야할것들이나 집주인이나 중계인에게 보여달라고할 증명서 같은거 등등 여쭤봐야할것들이 있으면 알려주세요! 그리고 요즘에 전세사기가 많던데 물론 저는 월세이긴 하지만 주의햐야될점들이 있을까요?? 처음이라 많운 코멘트 부탁드립니다!,"부동산을 끼고 거래한다면  대부분의 사항은 부동산에서 알려줄 것입니다.​부동산에서 알려주지 않는게 있습니다.친구와 사이가 벌어져서 헤어지는 경우 어떻게 할 것인가?이 문제는 부동산이나 임대인은 간섭하지 않습니다.​질문자와 친구가 그런 비상시국에 대해서  약속을 잡아야 합니다."
월세,"이번에 신탁부동산 오피스텔 3,000 / 40으로 계약 하려고 하는데은행에서는 변제 우선 순위 때문에 동의서를 못써준다고 하는데 법적으로 문제가 될지 궁금해서요....",신탁등기된 부동산은 신탁회사가 소유자 입니다. 따라서 위탁자와 임대차계약서를 하는 경우 신탁회사에서 발행한 임대차계약서 동의서를 첨부하거나 아니면 신탁회사랑 계약서를 작성해야 합니다.
월세,지방 광역시 입니다. 예를들어 신축아파트 23년 2월 입주예정인 아파트에 월세로 들어가려고합니다.23년 2월 10일 은행 근저당설정23년 2월 11일 제가 월세로 전입신고보증금은 2000에 50입니다.최우선변제권 해당 되는게 맞나요?제가 알아본 바로는 해당되는게 맞고 부동산에서도 해당되는게 맞다고 하지만더블체크 하려고 질문드립니다.,​​2천이면 해당 되는 최우선변제금액.
월세,부동산마다 월세가 다른이유가 있을까요? 같은집인데 부동산 두곳이 월세 가격이 달라서요,일단 두가지 이유로 볼 수 있을 거 같은데요.하나는 같은 집인데 다른 집인 것처럼 올려서 비슷한 조건 찾으시는 분들을 오게 하려고 그런 이유도 있고 아님 매수자가 깍을거를 대비해서 일부러 약간의 금액 조정을 감안해서 올려 놓을 수도 있어요.얼마에 내놨든 계약시에는 원래 내놓은 가격에 거래가 형성될 거니 걱정 안하셔도 돼요
월세,"안녕하세요. 이번에 500/40 정도 월세로 집을 구매하기 전입니다.다만 등기사항은 깨끗하나, 공제 증서 내 신탁원부상 채권최고액 23억 정도 설정된 상태이며, 신탁 **회사 임대차 동의서를 발급받아 제공하기로 함 명시돼있습니다. 부동산 입장은 집주인이 여러집을 바탕으로 갖고 있기에 이정도 있는거라고는 합니다.특약 내용에도 임차인은 위 부동산에 존재하는 선순위 권리(근저당권, 임차권 등)로 인하여 경매 등이 실행될 경우 임차보증금의 전부 또는 일부를 반환받지 못할 수도 있음을 확인한다. 가 포함되어 있기에 약간은 겁납니다.. 보증금 반환 시 못받을 수 있을지에 대한 여부가 궁금합니다. #부동산 #월세 #등기부등본 #보증금 #보증금반환 #특약조건","​보증금 반환 시 못받을 수 있는 경우는 특별한 상황에서 발생할 수 있습니다. 특약 조건에 따라 선순위 권리가 있는 경우, 부동산이 경매 등을 통해 매각되면 일부 또는 전부의 임차보증금을 반환받지 못할 수 있습니다. 이러한 경우에는 보증금 반환이 어려울 수 있지만, 이는 일반적으로 드물게 발생하는 상황입니다.​부동산 계약 전에 등기사항을 확인하고, 특약 조건을 신중하게 검토해야 합니다. 또한, 신탁원부상 채무액이 높다고 하더라도 채무의 우선순위 등을 파악하는 것이 중요합니다. 특약 조건에 따라 임차인은 위험에 대해 인식하고 자신의 선택에 따라 계약을 진행할 수 있습니다.​부동산 계약서에는 관련 특약 사항이 명시되어 있으므로, 반드시 계약서 내용을 자세히 확인하고 이해해야 합니다. 필요하다면 변호사나 전문가의 도움을 받아 계약서를 검토하고, 위험성에 대한 인식을 명확히 해야 합니다. 또한, 계약상의 불분명한 사항이나 이해하지 못하는 부분은 부동산 직원과 상담하여 명확히 해결하는 것이 좋습니다.​적절한 조치를 취하여 신중하게 부동산 계약을 진행하는 것이 중요합니다.​​"
월세,"현제 월세 500/55 거주중이고 법원에서 거주중인건물이 경매신청되었다고 권리신고 및 배당신청요구서 작성해서 제출하라하는데 질문이있습니다1. 임대차계약서(확정일자를받은)사본을 제출하라는데 저는 주택임대차계약신고를 해서 확정일자를 따로안받아도된다해서 계약서상에는 적혀있지않은데 그럼 주택임대차계약신고필증을 사본으로 같이 제출하면되나요?2.현재 거주중인 건물이 근린생활시설이고 분류 주거용인데 안내문에 상가,공장같은경우 관할세무서에서 임대차현황서를 추가로 때서 제출하라는데 근린생활시설도 이부분에 포함이 되는지요?3. 부동산에서는 불안하시면 월세를 안내도 된다고하는데 이부분에서 나중에 경매가 낙찰될시 제가불이익인 부분이 있을까요?","안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 정종욱 변호사입니다.​​​​금리인상 등으로 최근 전세집이 경매나 압류에 넘어가는 사례가 급증하고 있습니다. 전세집이 경매에 넘어간 경우 먼저 권리분석을 진행해 경매 배당절차에서 보증금 전액을 회수할 수 있는지를 따져보아야 합니다. 대항력있는 선순위 임차인이라면 낙찰자에게 보증금반환을 요구할 수 있기 때문에 상대적으로 안전한 편이지만, 최근 부동산 가격 하락으로 경매가 계속해서 유찰되는 현상이 나타나고 있습니다.​HUG 등 전세보증보험을 가입하였다고 하더라도, 석연치 않은 이유들로 보증이행을 하지 않는 경우가 허다합니다. 보증보험회사의 입장에서도 세입자에게 보증채무를 이행한 뒤 집주인에게 구상권을 행사하여 보증금을 회수해야 하는데, 집주인으로부터 보증금회수가 불가능할 경우 이는 고스란히 보증보험회사의 손해로 귀속되기 때문입니다. 이 경우 보증금반환에 대한 부담은 고스란히 세입자가 부담하게 됩니다.​경매 배당 절차에서 보증금을 반환받지 못할 것이 확실한 경우에는 집주인을 상대로 보증금반환청구소송을 진행하신 후 신속하게 판결문을 확보해 집주인의 다른 재산에 강제집행절차를 진행하셔야 합니다.​"
월세,부동산 월세 계약 중도금만 냈을때 계약서를 써도 되나요?,아니요
월세,"보증금 2억 짜리 오피스텔을 전세 계약하려합니다.법인 명의고, 융자 없음 확인, 전세 보증 보험 가입 필수입니다.다만 제가 이직중으로 11월에 입사 예정이라 입사 기간이 짧아 hf 버팀목이 불가하여 11월 9일 월세 계약으로 입주한 뒤 입사 기간이 충족되었을때 버팀목으로 전세로 전환하려합니다.이 경우1. 확정일자 및 전입신고는 11월 9일을 기준으로 하는게 맞을까요?2. 버팀목 전세가 거부되었을 경우 시중 은행 대출을 받는데 문제가 있는 계약 내용일까요?자세한 답변 부탁드립니다",1. 확정일자 및 전입신고는 11월 9일을 기준으로 합니다.2. 버팀목 전세 거부시 시중 은행 대출에 문제가 있을 수 있습니다.제 답이 도움되셨길 바랍니다
월세,제가 오늘 100/35 으로 오피스텔 월세방 계약을 했는데요 이번 달에 이사 해야하고 본가가 멀어서 여러번 왔다갔다 하기 힘들고 방도 좋아서 오늘 중개인 없이 계약서 쓰고 보증금에 한달월세까지 완납하고 왔어요 여기서 질문이 있습니다!1. 계약서에 ‘위 부동산 명도는 23년 2월 16일로 함.‘’임대차 기간은 2024년 2월 15일로부터 12개월로 함.‘이렇게 적혀있는데 이번 달에 입주해서 1년 살기로 했는데 이게 제대로 된 의미일려면 ’2023년 2월 16일로부터 12개월로 함.‘ 이렇게 되어야 하는게 맞는거죠???2. 이정도 월세방도 확정일자 받고 전입신고 하나요?? 하는게 좋다면 어떻게 하는지 좀 알려주실 수 있나요?? 검색해도 잘 모르겠어서요.,2월 16일 잔금을 할 경우 2월 16일부터 12개월로 약정하는 것이 합당할 것으로 보입니다.​100만원정도의 보증금이라면 전국 어느지역이나 최우선변제금에 해당하므로 크게 걱정하지 않으셔도 무방할 것으로 보이며만약 전입신고를 하지 않음으로 인해 보증금의 문제가 발생할지라도 3개월정도 거주하면 상쇄가 될 수 있을 것으로 보입니다.
월세,"현재 살고 있는 집에 들어올 때 아버지 명의로 계약했습니다.당시에 보증금이 부족해서 제가 돈을 일부 보탰었습니다.그런데 집안 사정으로 집 명의를 제 이름으로 해야 될 것 같은데 몇가지 걱정이 있어 질문드립니다.1.아버지가 지금 회생신청 넣어둔 상황입니다. 이 상황에 명의 변경해도 괜찮을까요?, 문제가 생기거나 할 수 있나요?2. 보증금이 2천만원입니다. 나중에 계약 만료 후 이 돈은 제가 받을 수 있는건가요? (당시 집 구할때 돈이 부족해서 제 돈이 일부 녹아들어 있습니다).3.최근에 양도소득세로 세무조사한다는 통지를 받았는데 부동산 명의 변경이 문제가 될까요?","네 , 문제없습니다. 바꾸셔도되세요 네 맞습니다.  / 아버지하고 같이 집주인분하고 계약서 수정하시면 되세요 임대차 계약서 수정은 문제 없습니다"
월세,오늘 부동산에서 월세 계약하고 집에와서 계약서를 다시보니 임대인 서명란에 아무것도 없고 계약당시 임대인 민증도 확인못했습니다.계약금 30/ 복비 15 지급하고왔는데 이거 계약파기와 계약금 돌려받을 수 있을까요?,"상기 질문요지 만을 고려할 때 계약서 작성 부실에 대한 문제로 보입니다.2, 그러나 상기 내용 만을 가지고 계약해지를 주장하기에는 다소 무리가 있어 보이지만 중개업자에게 계약서 보완을 요구하시는 것이 적절해 보입니다."
월세,제가 임차인이고지금 세입자가 살고 있어요.계약은 1년입니다.이분이 곧 만기인데자기 지인이 그 뒤로 들어오고 싶다 했대요.계약서 부동산 통해 쓰면 중개 수수료를또 줘야하는데 1년 마다 수수료 주려니아까운게 솔직한 맘이거든요.그냥 당사자랑 이전 계약서 참고해서쓰면 안될지.. 궁금해서요!비용은 크지 않아요.보증금 1000에 월세 50이예요.,"요즘 하도 무서우니 돈 들더라도 중개사 끼세요자리톡에서 주인에 대한 이력 조회가 가능해요.'나중에 환급도 받으셔요.​"
월세,2월에 부동산A에서 원룸 월세로 1년계약을 했습니다한달 후 개인사정으로 이사를하게돼어 다음 임대인을 직접 구하게 돼 재계약을 할 예정입니다여기서 질문입니다.1. 재계약을 할 시 똑같은 부동산에서 재계약을 해야하는지2. 부동산B와 했을경우 부동산A에게 드는 비용이 없는지3. 부동산B와 재계약 할 시 제가내는비용과 다음 제가 직접구한 임대인이 드는 비용이 있는지4. 기타 주의사항은 있는지 궁금합니다.,1  재계약을 할 시 똑같은 부동산에서 재계약을 해야하는지아무데서나 상관없습니다​2. 부동산B와 했을경우 부동산A에게 드는 비용이 없는지없습니다​3. 부동산B와 재계약 할 시 제가내는비용과 다음 제가 직접구한 임대인이 드는 비용이 있는지직접구하면 중개수수료가없고 B부동산을 통하면 중개수수료 발생됩니다​4. 기타 주의사항은 있는지 궁금합니다.현 거주중 원룸에 계약해지 정리부터해야합니다 계약기간중 퇴실이기 때문에 다른 세입자를 구해주고 나오시든지 계약기간까지 살다나와야합니다(계약위반시 불이익)
월세,직방 다방네이버 부동산여기말고 월세 매물검색할만한 사이트 추천좀 해주세요경북지역 월세로 알아볼려고합니다,직방다방네이버 부동산​당근.중고나라.피터팬.
월세,임대주택자 사업건물+전세 -> 월세 전환 건물이라 보증금 일백만원에 월세 20만원 이나 관리비가 30만원 입니다.이번에 중도퇴실 하게되었습니다.(2년계약이고 1년살았어요)입주당시 중계거래서 보니 수수료 내역서에 50만원으로 입력해서 수수료까지 21만원돈이 나왔어요. 찾아보니 중개수수료 보수엔 관리비 미포함이라고 들었는데 맞나요? 그렇다면 부동산 통해서 얘기해서 재정산 받아야하나요? 퇴실복비 지불해야하는데.퇴실시에도 50으로 계산하면 21만원돈 나오더라고요.불법이라는데.. 껄끄러워지긴 싫고 어떻게 해결해야하나요?,관리비 포함되지않습니다포함해서 받았다면 언제든지환불가능하고안해주면  등록관청부동산관팀에 신고하면 즉시환급조치 해당부동산은 행정처분받습니다
월세,오늘 부동산에서 월세 계약하고 집에와서 계약서를 다시보니 임대인 서명란에 아무것도 없고 계약당시 임대인 민증도 확인못했습니다.계약금 30/ 복비 15 지급하고왔는데 이거 계약파기와 계약금 돌려받을 수 있을까요?,"1. 상기 질문요지 만을 고려할 때 계약서 작성 부실에 대한 문제로 보입니다.2, 그러나 상기 내용 만을 가지고 계약해지를 주장하기에는 다소 무리가 있어 보이지만 중개업자에게 계약서 보완을 요구하시는 것이 적절해 보입니다."
월세,월세집 구하는 김팀장 정팀장 거리면서대출받아 전세 구하라는 놈들 사기꾼들이죠?직장인이 대출하면 금리 3퍼 에 1억 땡길수 있다입터는데 대출받아 주면 너는 대출원금 이자 갚고나는 날라 먹는다 이거죠?,"부동산 월세를 구하기 위해 대출을 받아 전세로 구하라고 하는 사람들은 사기꾼들입니다. 이 사람들은 부동산 월세 구하기를 위해 김팀장이나 정팀장 같은 사람들과 함께 거래를 하며 대출을 받아 전세를 구하라고 조언합니다. 하지만 이런 경우 직장인은 대출을 하면 금리 3%로 1억 원을 빌릴 수 있지만, 대출을 받아 주는 사람은 원금과 이자를 납부한 후에도 추가적인 이익을 얻게 됩니다. 즉, 대출을 받는 사람은 원금과 이자를 모두 갚고도 손해를 입게 됩니다. 이런 사람들은 사기꾼들이니 조심해야 합니다."
월세,요즘 부동산 매매에 관심이 많은데요.만약.. 월세 승계조건으로 매매를 진행했을때.그 세입자 보증금은 전 주인에게 받았다가 세입자에게 돌려줘야하나요?아니면 세입자 보증금도 나중에 제 돈으로 줘야하나요?,매매할 때 월세 보증금을 뺀 금액을 집주인에게 주면 됩니다. ​집이 1억이고 세입자가 보증금 1천만원에 살고 있다면월세는 승계하고 이전 집주인에게 9천만원을 주면 됩니다.나중에 세입자 나갈 때 보증금 1천만원 돌려주시면 되구요
월세,안녕하세요 이번에 월세 가계약을 하고 며칠 뒤에 부동산이랑 집주인이랑 만나서 본 계약과 잔금일 치르는 날인데요 제가 갑자기 병원 신세를 지게 되어서 계약하는 날에 갈 수가 없는 상황이 됐습니다 ㅠㅠ 그래서 부동산에 전화해서 상황 설명드렸더니 저 없이 계약 진행해 드리겠다고 했습니다 저 없이 계약하는 것이 괜찮을까요?? 너무 걱정되네요 이런 적은 첨이라,"질문자님께서 동의 하시면 부동산에서 질문자님 대신 계약을 체결할수 있습니다.계약 체결전에 먼저 등기부등본에 근저당 등을 확인하시고,계약 특약사항에 계약 체결후에 질문자님께서 불리한 사항이 있는지 등을 확인하시면 됩니다."
월세,안녕하세요월세계약이 9월21일 만료이며 8월말쯤 방을 빼야해서계약만료전 해지 때문에 질문드립니다1. 계약만료가 한달이 남은 시점에서 새로운세입자가들어올시 부동산중계수수료는 현임차인 제가 내야하나요?2. 제가 방을 8월31일에 뺄시 21~31일까지의 월세를 제가 계산해서 내는지?? 아니면 그냥 8월21일~9월21일 까지 새로운 임차인이 다 내는것인지?3. 그냥 8월21일전 방을빼는게 나은지 8월말일자로 빼는게나은지 궁금합니다부동산쪽으론 거의 몰라서 설명도 제대로 못한거 같은데대충 이해 하실거라 봅니다자세한 설명 부탁 드립니다!!,만기 전에는 세입자가 내는게 맞습니다.하지만 지금처럼 한달 이내의 경우라면 집주인이 내는게 맞아보이네요. 본인이 살았던 날까지만 내면 됩니다.​ 주인이 중개수수료 부담하라고 하면 그냥 만기일까지 사는게 더 나을거 같네요.
월세,"제가 이번년도 8월부터 시작해서 회사가 바빠지는 관계로 서울에 월세방을 얻었는데요 계약서를 작성하고 있는데 제가 일특성상 방을 금방뺄수도 있어서 중도퇴실을 할수 있다고이야기를 한상태고 현재 직장이 이직처리가 되어서 방을 주말에 정리하고 본가로 내려와있습니다.그리고 여기 집주인분이 월세 건물들이 많아서 직접 연락은 안되고 부동산을 통해서만 연락이 되더라구요.1. 계약서에 만기전 퇴실시 다음 세입자가 구해지기 전까지 월세 및 공용관리비및 수수료를 내야하는    항목이 있어서 이건 너무 부당한거 같다 하니깐 그때 부동산 분께서는 이건 형식적으로 넣어놓은 거라서   만약에 계약기간을 다 채우지 않고 나가게 되면 수수료만 내면 된다고 해서 계약서 내용을    변경안했는데요 혹시 이부분에서 문제가 생길까요??2. 통상적으로 보증금은 집을 빼게되면은 바로 받는게 맞지 않나요..?    근데 여기는 다음 세입자가 들어와야지 준다고 하는데, 왠지 다음 세입자가 들어오기 전까지 관리비랑   월세 등등을 요구하지 않을까하는 생각이 드는데","부동산 월세계약 질문이요​​계약기간이 있는 이유는​계약기간 만기 까지 임대인은 전세, 월세를 받을 권리가 있고​​보증금 반환의 의무가 없으며​임차인은 거주를 할 권리가 있습니다. 하지만 계약기간 만기 전 퇴실은임대인이 중도퇴실에 대해 동의하고기존임차인이 새로운 세입자구하고 중개수수료까지 부담하면 가능합니다.​ 아니면 계약기간동안 월세, 전세, 관리비 내면서 지내야 되구요빨리 보증금 반환 받고 싶으면 여러 부동산에 의뢰하고 새로운 세입자 빨리 구하는게 제일 좋습니다."
월세,"사건개요인터넷 온라인상에시세보다 저렴하게 월세 내놓음 500/30단 셀프인테리어로 진행광고보고 입주하고 싶다고 찾아옴(현장답사 후)입주예정자 자기가 인테리어해서 쓰겠다.주인은 잔금 입금 후,입주 가능하시다문자 전화로 반복고지입주예정자는 우선계약금 먼저 넣을테니인테리어 먼저 할수있게 해줘라주인은 인테리어 할 때는, 문열어 드리겠다.단, 보증금 및 잔금입금후 입주 가능하시다 한번 더 고지인테리어 하는날입주예정자 협의없이 일방적으로 이사강행현재 계약금만 내고, 계약서도 안쓰고, 보증금도안내고 눌러살고 있습니다.어떻하면 좋을까요?법적인 방법 및 현명한 방법 부탁드립니다 꼭 좀 도와주세요","​부동산 월세 피해 상황에서 법적으로 대응할 수 있는 방법을 알려드릴게요. 하지만 이 상황은 상세한 정보와 현지 법률에 따라 다를 수 있으므로 변호사와 상담하거나 지역 법률 전문가의 조언을 듣는 것이 좋습니다. 아래는 일반적인 법적 단계와 조언입니다.​경찰에 신고: 불법 입주와 관련된 법적 문제를 경찰에 신고해야 합니다. 이러한 행위는 불법행위로 간주될 수 있으며, 경찰은 조사를 시작할 것입니다.​변호사 상담: 법률적인 조언을 얻기 위해 변호사와 상담하세요. 변호사는 이러한 상황에 대한 전문 지식을 가지고 있으며, 당신의 권리를 보호하는 데 도움을 줄 것입니다.​입주자에 대한 법적 조치 고려: 불법 입주자에 대한 상황에 따라 입주자에 대한 법적 조치를 취할 수 있습니다. 이를 위해 변호사와 협력하여 입주자에 대한 합법적인 절차를 따르세요.​증거 보존: 모든 관련된 문서, 메시지, 이메일, 사진 및 기타 증거를 보존하세요. 이러한 증거는 법적 절차에서 중요할 수 있습니다.​임대계약 확인: 월세 계약이 존재하는 경우, 해당 계약을 확인하고 내용을 검토하세요. 계약 조항에 따라 상황을 평가할 수 있습니다.​소송 검토: 변호사와 상의하여 입주자에 대한 소송을 검토할 수 있습니다. 이러한 절차는 입주자의 행동에 따라 달라질 수 있습니다."
월세,"안녕하세요 보증금 반환관련해서 물어볼께있어서요우선 저는 동샹이고 저희오빠가 계약한 월세집인데저희오빠가 월세를 2개월 밀리고 연락 안된다고 집주인에게 연락을 받았었어요 그래서 제가 제 민증과 가족관계증명서 보내고 집 정리를 했는데요 제가 보증금정산 먼저 해주시면 정리바로 하겠다고 말씀드렸습니다 집주인도 처리를 원하셨구요 첨에는 주택관리인이 이거 처리빨리하시면 정산 해주실것처럼 말씀하시더니 오히려 집정리처리를 빨리 하고나니 집이 나가야 정산해주는거라고 말씀하시더라구요 그래서 제가 계약기간까지 금액처리하시고 바로 해달라 말하니 자꾸 집이 나가야 해주신다고 합니다그래서 제가 집이 멀어서 계속 신경쓸수가 없다하니 오빠가 두달 밀린거 말씀하시면서 본인들이 이렇게 해도 어쩔수없다는 식으로 하시더라구요여기서 제가 궁금한게 만약에 이사람들이 방이 안나갔다고 하면서 계약기간이 다 지나도 방이 안나가면 남은 보증금을 못돌려받게 되는건지 궁금합니다우선 제가 청소비(도배나 파손된거 금액다포함) 전기세,가스비 그자리에서 다 처리하고 나왔었습니다(계좌이체내역있습니다)",​월차임 2개월치가 연체되면 집주인이 계약해지를 요구할 수 있습니다.현재로서 계약기간이 남아있다면 임차인이 임의대로 계약해지를 할 수 없습니다.안타깝지만 새로운 임차인을 구해주는 게 원만한 합의가 가능할 수 있습니다.
월세,"부동산 월세계약을 합니다. 본인이 하려는 것은 아니고 저희 이모가 임차인으로 들어가면서 월세계약을 하려고합니다.문제는 이모가 거동이 불편하셔서 부동산 직접 방문이 어렵고, 조카인 제가 계약서를 쓰러 가려고 합니다.위임받아서 가는건데 주의 사항 있을까요?1. 임대인 본인이 못와서 위임받은자가 오는경우당연히 주민등록, 이름등 모든것을 꼼꼼히 확인하는 것은 맞는데저같은경우는 임대인이 직접오시고, 임차인이 위임받아서 대신 계약서 쓰러 오는것이기 때문에크게 문제 될건 없을 것 같은데 그래도 혹시나 주의사항이 있을까 해서 질문드립니다.","대리권 행사를 하기 위해서는 이모의 인감증명서+위임장을 챙겨서 님의 신분증과 함께 가져 가시면 되겟지요."
월세,제가 신탁회사 소유의 빌라 월세계약을 해서 입주해서 살고있는데요 계약당시 신탁회사 동의서 요구를 했지만 모든권한위임했다는 문서를 보여주고자기들은 모든권한을 위임받았으니 걱정안해도 된다며 보증금에 대한 책임 약정서를 받았는데요옆동주민이 자기집이 명도소송이 들어가서 법원이 문을 따고 들어왔다 계약을 우리가 잘못한것 같다신탁회사에서는 자기들이 보증한 내용이 없다고 한다라고 해서 저도 알아보니 저또한 신탁회사 동의없이건설사가 임대인들 계약을 한거더라구요 저는 계약기간이 1년넘게 남아있는데 찝찝해서 못살겠어요계약당시 계약한 관리자에게 이상황을 물었는데 제가 살고있는 동은 문제가 없다라고 하는데 계약 자체가신탁회사 소유의 집인데 문제가 없을수가 있나요? 빨리 보증금을 돌려받을 수 있는 방법은 없을까요?세입자를 구해서 나가라는 말밖에 안하는데 알아보니 직접피해사실이 없으면 아무런 조치도 취할수없는 상황이더라구요 계약기간이 남은상황이고 명도소송이 날라온것도 아니라서 이런상황에는 그냥다른 세입자를 구하거나 계약끝날때까지 기다렸다가 나가야 하는건가요? 근데 아랫집은 계약끝났는데건설사에서 보증금을 안줘서 못나가고 있다고 들었습니다..,신탁사 명의의 계약은 신탁원부를 확인해서 누구와 계약해야 되는지 확인 필수입니다. 신탁사와 계약해야 됨에도 원주인과 계약하려면 신탁사 동의서가 있어야 하고요 
월세,"안녕하세요 월세 처음 계약하는 자리라서 궁금한 점이 있어서 여쭤봅니다.  월세 2000-38의 집을 계약하러 가고 있는 상황이구요 건물이 약 10억 정도 되고, 근저당권이 1억4천 정도가 있는 상황입니다. 그런데 주택임대차등록이 3억이 하나 되어있더라고요 ?공인중개사 분에게 여쭤보니, 세입자분이 갑자기 나가는 상황이라서 임대차등록을 해놓고 나가신 상황이고, 어차피 저는 최우선변제권인 3,200만원 범위에 들어있는 조건이라서 보증금은 제가 나갈 떄 안전하게 받을 수 있다고 하셔요.여기서 제가 궁금한 건1. 최우선변제권의 경우 경매로 넘어갔을 경우에만 해당하는 거지, 경매로 안 넘어가는 경우 그 보증금은 못 돌려받을 수 있는 경우도 존재하는 거 아닌가요? 괜히 공인중개사님이 최우선변제권이라는 카드로 저를 안정시켜서 계약까지 넘어가게 하는 속셈이 아닌 가라는 생각도 들어서요.2. 보증금 2000만원에 월세(관리비포함) 38원인 집이 전세로 3억이 될 수가 있나요 ?  이전 임대차등록이 3억이 등록되어있다는 건, 그 분이 3억에 이 집을 살았다는 건데, 그정도의 값으로 살 집은 아닌 거 같아서요.",최우선변제금 포함되면 안전한 수준이긴 합니다. 
월세,궁금한게 있는데요 집계약 하고 첫입주할때 보증금.월세를 주고 다음달에 월세를 내잖아요한달도 안 살았는데 왜 첫 입주 때 월세를 내고다음달에 월세를 또 내는건지 갑자기 궁금 해서요첫 입주하고 한달됐을때 월세주면 되는거 아닌가 해서지식인에 글 남겨요,"월세 선불로 계약을 하셨나봅니다.​월세는 선불, 후불 이렇게 주인과 협의가능합니다."
월세,제가 내년 2월까지 계약인데 급하게 방을 빼야해서 저희 집 1층에 있는 부동산에 급하게 방을 내놨습니다 그리고 새로 입주하실 분을 구했는데 집주인이 자기 친구가 하는 부동산 (전에 제가 계약했던) 아니면 계약을 안한다고 하네요 그쪽 부동산에서도 자기 독점 오피스텔이라 자기가 세입자 구해야한다고하네요 그리고선 문의가 없는건지 방도 보러 안옵니다이럴경우 저는 그냥 그 부동산만 믿고 월세 이중으로 내면서기다려야하나요?,"​계약기간이 있는 이유는​​계약기간 만기 까지  임대인은  전세, 월세를 받을 권리가 있고​보증금 반환의 의무가 없으며​​임차인은 거주를 할 권리가 있습니다.​하지만  계약기간 만기 전 퇴실은임대인이 중도퇴실에 대해 동의하고​기존임차인이 새로운 세입자구하고 중개수수료까지 부담하면 가능합니다.​아니면  계약기간동안 월세, 전세, 관리비 내면서 지내야 되구요​빨리 보증금 반환 받고 싶으면 여러 부동산에 의뢰하고 새로운 세입자 빨리 구하는게 제일 좋습니다."
월세,부동산 월세만 올려서 재계약을 하고 있습니다. 임대인이 부동산을 통해 월세 계약서를 작성해 온것을 각자 날인하여 한부씩 나눠 갖는 식으로 계약하려고 하는데보증금이 동일한 상태라 따로 추가 지불은 하지 않으나 계약서 상에서의 보증금 지급 일자는 올해 계약일로 되어 있습니다.작년에도 월세를 올려주는 재계약을 맺은적이 있는데 해당 시점에서는 재계약 전에 최초의 계약일로 되어있었는데 올해는 달라서 약간 혼선이 있습니다.추가 납입이 없다면 보증금 지갑 일자가 올해로 되어있어도 상관이 없는건가요?,네.상관 없습니다.​계약서에 임대료만 올려 다시 작성하는 것임을 기재하고 보증금은 기존 보증금으로 대체한다는 내용을 기재하면 지급일이 언제인가는 상관이 없습니다.
월세,원래 100/40에 살다가 묵시적갱신까지 4년 살았습니다올해 갑자기 300/65으로 올려달라하여우선 나갈때가 없어서 알겠다고 하였는데계약서를 집주인측에서 임의로제 명의의 막도장을 파서 도장을 다 찍고저한테 넘겨주었는데(문자로 보낸증거있음)이거 명의도용 아닌가요??저는 특약에 묵시적갱신일때 세입자가3달뒤에 나갈수 있다 생각했는데못하게 특약에 적어놨더라구요.2달치 월세는 낸 상태고 퇴실할려다가보니까 제 명의의 막도장을 찍어서보낸걸 이제서야 확인하여 궁금하여 글올려봅니다.(저는 싸인만함)타인 명의도용으로 계약서 혹시무효처리할수 있는지 궁금합니다.,"와 법알못인 내가 봐도 내 막도장 다른사람이 파면 개 소름일거같음 님 싸인 받았으면 도장 찍을 필요 없을텐데 왜 그딴짓했는지 모르겠음 님이 싸인하고 재계약했는데 나중에 사진 받아보니까 막도장을 멋대로 파서 도장찍었다는거죠? 제가 법알못이라 신빙성은 없지만, 도장 위조로 검색하면 사인위조죄라는게 나오거든요"
월세,"오늘 보증금 100에 월세 70 방 계약했는데복비 현금 영수증 청구하니까금액이 얼마 안되서 현금 영수증 안된다며거절하더라고요복비는 244,000원 이였는데44,000원 빼준다면서200,000원 받았습니다원래 안되는건가요?잘몰라서 넘어가긴 했는데 짜증나서요","하지만 대부분의 국가에서는 부동산 거래와 관련된 계약에 대해 정확한 현금 영수증이 필요하다고 알려져 있습니다. 따라서 거래의 금액에 관계없이 현금 영수증 발행을 요구할 수 있다고 생각됩니다.​​"
