,구분,질문,답변
472,전세,"안녕하세요. 이번에 급하게 집을 구하게 된 청년입니다.오늘 계약서를 작성하고 임차보증금의 5%되는 가계약금을 넣고 왔습니다.부동산 매물을 볼 당시와 현재 매물 소유주가 건축주<<이며,저에게 따로 '공동주택 공급계약서'를 보여주시며 임대인이 될 분의 매매내역을 보여주셨습니다.(전세가와 매매가 대략 1억5천~2억정도 차이 남.)+ 오늘 은행 중 한 곳에서 주변 시세 매매가 보다 많이 높다며 조심하라고 주의주셨습니다.ㅠㅠ(주변 부동산 4곳에서는 일단 제가 아는 매매가가 실거래되었다고 말씀듣긴했으나 불안합니다.)계약서 작성 시 설명듣기로는 건축주 앞으로 근저당권이 잡혀있지만매매하신 임대인 분 앞으로 승계하면 근저당권이 소멸된다고 설명 들었습니다.중개인 분이 구두로 (HUG)보증보험료 100% 임대인 측에서 부담, 관리비 5만원 2년치 대납이라고 말씀.오늘 계약서를 작성하고보니'관리비는 7만원이며,(중략)관리업체 내규 변동사항에 따르기로 한다.'라고계약서에 명시되어 있어, 제가 알게 모르게 속임 당한 것인지 불안하고 궁금합니다.(구두로만 말씀, 관리비나 보증보험료 관련하여 계약서에 명시X)또한 현재 소유주가 건축주로 되어있어 등기부등본 상 융자가 있어 방문한 은행들 중 한 곳은 대출이 원칙상 어렵다고 거절하기도 했습니다.설명듣기로 제가 대출심사를 정상적으로 완료하고 입주할 때 즈음매매하기로 한 임대인 분께 그대로 전세계약 내용 승계한다고 전달 들었는데.. 문제 없을까요? ㅠ처음 전세라 나름 알아보고 간 것인데도 많이 불안하고 걱정이 많습니다....친한 동생이라 생각하시고 자세히 조언해주신다면 정말 감사하겠습니다.. ㅠㅠㅠㅠㅠ-----------------------------------------------------------------------------------계약서 특약사항은 아래와 같습니다. (문제시 삭제하겠습니다.)'임대인은 임차인의 청년버팀목(HUG)전세자금대출 및 전세보증보험 가입에 적극 협조하기로 하며, 대출 및 보증보험 불가 시 본 계약은 파기되며 계약금 전액을 반환하도록 한다.(무효로 한다.) 단, 임차인의 개인변심 또는 대출실행 비협조 및 승인자서 후 계약파기 시 계약금은 위약금 처리한다.''임대인은 임차인의 확정일자 및 전입신고 기준 익일까지 임차 주택에 추가 저당권 및 담보권 설정을 하지 않고 임차인이 선순위보장을 받을 수 있게 한다.''임대인은 임대차 기간 중 임대인 변경 시 임차인에게 고지해야하며, 현 전세계약을 동일하게 승계하도록 한다.''현재 설정된 근저당은 잔금시 전액 말소하고 임대차 기간 중 제한물권 및 근저당권 설정하지 않기로 한다.''본 계약은 건축물대장 및 등기부등본을 통해 건축물 현황 상태 및 근저당권 유무와 등기명의인 확인, 설명 하였고, 국세.지방세 미납사실이 없음을 확인설명하였음. 계약에 명시되지 않은 사항은 주택임대차 보호법 및 민법과 주택임대차 계약의 일반관례를 따른다.'-----------------------------------------------------------------------------------+ 예시로 대출 2억이 필요하여 요청했는데 심사에서 2억 미만으로 대출이 나온다면위 조건의 계약서가 파기가 되는지 여부도 궁금합니다.",안녕하세요 구자왕 이빈다.​매수자가 세를 맞춰서 매매하는 갭투자로 보입니다.​이론상 문제될 건 없습니다만조금 더 안전하게 진행을 희망하신다면​계약금 및 잔금을바뀌는 집주인이 아닌 매도를 하는 집주인에게 보내어기존 집주인과 전세계약을 먼저 체결 후 잔금치루기 전 전입신고와 확정일자를 미리 받아두시는걸 권합니다.​[블로그]​​https://blog.naver.com/goodmen39​​위 블로그에도 비슷한 설명 올렸으니 참고 바라며​더 궁금하신 건 추가질문 또는 1:1 질문 남겨주세요.​​https://kin.naver.com/qna/question.nhn?u=b1YQ%2FSD6YG4j5eS15%2Bx2yCjOY4JGkSM7Ff8ueMysFSQ%3D​
473,전세,"전세로 살집을 알아보는 중입니다. 알아보던 도중 괜찮은 집을 찾아 부동산에 문의를 해보았는데임대인이 신축을 매매를 했는데 매매한 돈에 반만 지불을 한 상태라고 합니다. (즉, 계약금을 걸어놓은 상태)근데 그 나머지 반을 이제 세입자인 저 같은 사람에게 돈을 받고 그 다음에 임대인이 그 건물에 대한 명의등록이 된다고 하는데... 공식적으로는 임대인이 아니라 건축주가 그 건물에 명의가 되어 있다고합니다...신축 건물 전세 계약은 보통 이렇게 하는 사람이 많나요?전세 사기가 많아 불안합니다.",안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 전범진 입니다.​임대인 명의가 시행사인가요?​그렇다면 시행사가 전세 끼고 갭투자 원하는 매수인에게 매도할 수 있습니다.​7억 5천에서 1억이 내려가니 경매되면 위험할 수도 있겠네요
474,전세,안녕하세요! 제가 5억5천짜리 빌라 전세계약을 했는데요 (아직 잔금 전)그 빌라 매매가가 7억5천이라고 해서 안심하고 계약했습니다. 빌라 소유주는 아직 안 팔려서 시공사와 시행사로 되어있구요. 근데 갑자기 이 빌라를 6억5천에 전세끼고 1억에 갭투자 급매하겠다는 광고가 떴어요. 전세계약이 되어있는 상태인데 이 집을 시행사가 갑자기 갭투자로 팔수도 있는건가요?? 너무 불안합니다ㅜ 답변 부탁드려요!,"질문1. 아직 계약기간이 1년 반 남았는데, 사정이 생겨 집을 빼야할 경우 집주인에게 이 사실을 알리면 보증금을 바로 받을 수 있나요?아니면 부동산을 통해 새로운 세입자를 제가 구해야 보증금을 받을 수 있나요<답변> 임대인에게 보증금 반환을 요구해 보셔야 합니다.만기가 남아 있어서 반환 받기는 좀 어려울 것입니다.안 준다고 해도 만기가 있어서 임대인에게 잘못을 따지지는 못합니다.​​질문2. 혹시 회사가 중간에 잘못되어 부도 같은 최악의 상황이 생긴다면 이 집은 어떻게 되는건가요?임차인은 대항력만 유지하고있다면(전입신고, 확정일자 유지) 전세금을 모두 반환받을 수 있나요?<답변> 연장이 안 된다면 전세자금 대출을 갚아야 합니다.임대인도 은행에 입금을 하지 않는다면 임대인, 임차인 모두 신용에 문제 생깁니다.부도 등이 나도 1순위로 대항력, 우선 변제권이 있다면 보호는 받지만, 신용에는 문제 생깁니다."
475,전세,"안녕하세요,  제가 2년 반 전 주식회사 소유의 부동산을 전세로 계약했습니다.2년의 거주기간이 만료되고 묵시적 계약 갱신으로 계약이 2년 연장되었습니다.부동산 소유가 (주식회사)라서 전세대출이나 전세보증보험 모두 안된다고 했습니다.계약당시는 주식회사 대표분이 나오셔서 부동산에서 같이 계약했구요.질문1. 아직 계약기간이 1년 반 남았는데, 사정이 생겨 집을 빼야할 경우 집주인에게 이 사실을 알리면 보증금을 바로 받을 수 있나요?아니면 부동산을 통해 새로운 세입자를 제가 구해야 보증금을 받을 수 있나요질문2. 혹시 회사가 중간에 잘못되어 부도 같은 최악의 상황이 생긴다면 이 집은 어떻게 되는건가요?임차인은 대항력만 유지하고있다면(전입신고, 확정일자 유지) 전세금을 모두 반환받을 수 있나요?","법무법인 와이케이 윤영석 변호사입니다.​전세계약(엄밀히는 임대차계약입니다) 당일에 집주인이 바뀌는 것은 대단히 이례적이므로, 사기 등 범죄의 가능성이 충분히 있습니다. 관련 서류나 계약서에 이례적인 특약이 숨어 있는 것은 아닌지 꼼꼼히 따져 보아야 합니다.​전세(임대차)계약이 끝나면 임차권자는 주택을 반환하고 상대방은 보증금을 반환하여야 합니다. 다음 세입자를 구하지 못하였다 하여 보증금을 반환하지 않아도 되는 것은 아닙니다. 이 때는 보증금반환 지연에 따른 손해배상을 추가로 청구할 필요가 있고 기타 여러 제재수단을 동원하여 임대차보증금을 받아낼 필요가 있습니다. ​집주인이 임대차보증금을 돌려주지 않고 끝까지 버틴다면 상당히 골치아픈 상황이 벌어지게 되므로, 초창기부타 강력한 대책을 시행하여 상대방에게 얕보이지 않는 것을 추천드립니다. 상대방의 사정을 하나하나 봐주다 보면 임차인의 손해만 커질 뿐입니다. 초창기부터 강경책으로 나가는 것이 손해를 줄이는 길입니다. ​​(문의 031-692-2886   010-4667-4549)"
476,전세,"우선 저는 2022년 5월 10일자에 보증금 5000만원에 2024년 5월 9일까지 전세계약을 했습니다.특약에는 잔금일까지 저당 말소 및 소유권을 제한하는 새로운 권리변동을 일으키지 않는다고 넣어놨었습니다.그리고 현재까지 다른 저당은 없는 상태입니다.그런데 2023년 9월 24일자에 우연히 제가 전세계약한 날(2022년 5월 10일)에 집주인이 바뀌었다는 것을 알게 되었습니다. 제가 전세계약하는 과정 및 2023년 9월 24일자까지 집주인이 바뀐다는 내용은 전혀 알 수 없었습니다.저는 전세사기 등 다양한 의혹이 들어 그 다음날 전집주인과 새집주인에게 대법원 판결에 따라 전집주인에게도 전세금반환 의무가 있으며 새집주인에게 임대차계약 종료 및 전세금 반환을 요청했습니다.그리고 새집주인은 새로운 세입자가 나타나면 보증금을 돌려주겠다고 했습니다.복비는 새집주인이 지불하기로 했으며 부동산에 올려는 놨으나 현재 새로운 세입자는 나타나지 않고 있으며 전세반환보증보험은 들어 놓지 않은 상황입니다.그리고 현재 아파트 가격은 제가 들어올 때까지는 매매 6500 전세 5500이 시세였으나현재 아파트 가격은 4300까지 떨어져 있으며 5000~5500선에서 형성되어 있습니다. 역전세 현상으로 이전 2년전 전세가격인 5000만원에는 새로운 세입자가 구해지지 않는 상황입니다.지금 현재 제가 생각하고 있는 방법은 첫 번째 제가 모르게 전집주인과 새집주인 사이에 매매과정에서 문제가 발생하였으므로 임대차 계약 종료 및 형사+민사소송을 진행하는 것이며,두 번째 방법은 전세금을 4000만원정도로 낮춰 1000만원 돌려받고 전세보증보험 및 새집주인과 전세계약을 새로 채결하는 것입니다.여기서 제가 궁금한 점은제가 모르게 전세계약 당일 매매계약이 이루어져 집주인이 바뀌었는데 굳이 새로운 세입자가 나타날 때까지 기다려줄 필요가 있는지만약 소송으로 가게 되면 대법원 판례에 따라 전집주인과 새집주인 양측에 보증금 반환 청구가 가능한지최악의 경우에 경매로 넘어가서 보증금 이하인 4000만원선에서 낙찰되면 나머지 1000만원 및 지연이자 12퍼센트 및 변호사 선임비용등은 청구 가능한지그리고 대법원 판례가 세입자 모르게 집주인이 바뀐 경우 임대차 종료를 할 수 있으나 상당한 기간 내에 이의를 제기하여야 한다고 되어있는데 이 상당한 기간이 어느정도인지 궁금합니다.가급적 좋게 끝내고 싶어서 새로운 세입자가 나타나길 기다리고 있으나 대법원 판례 중 상당한 기간 내에 이의를 제기하여야 한다고 되어 있어서 마냥 기다리기만 해도 되는 것인지 궁금합니다.현재는 일단 제가 집주인이 바뀐 걸 알게 된 9월 24일자로부터 한 달정도 새로운 세입자가 나타나는 걸 기다려보고 나타나지 않을시 새집주인과 통화하여 소송 또는 전세 재계약 중 하나를 요구할 생각입니다.","예를 들어서, 부동산을 통해 집을 알아볼건데 집 몇군데를 돌아다니다가 마음에 드는 집이 있으면 그 집 등기부등본을 받아서 확인 후 추후에 다시 부동산에 연락드리는게 가능할까요? 선순위채권이랑 근저당을 보라고 하시던데 뭐가 뭔지는 자세히 잘 몰라서 집에 들고와서 자세히 보려고 하는데 못들고가게 하면 어떡하나요? 부동산통해서 계약을 진행하게될 때 진행과정같은 경우를 알려주세요​---> 이런 내용을 잘 체크 해 보시고 참고하여 진행을 하시면 크게 문제는 없겠지요1)주의 사항1) 그 집의 전세가율(전세가/시세)이 70%를 밑도는지 확인하시고 넘는다면 반전세로 계약을 하시고2) 등기부를 열람하여 등기부 갑구에 압류, 가압류, 가처분 등기가 있는지 확인하시고3) 등기부 을구에 과도한 저당권(시세의 30% 이상)이 있는 경우는 가급적 계약을 하지 마시고4) 계약금이나 잔금 등 금전수수를 할 경우는 등기부상 ""소유자""명의의 계좌로 이체를 하시면 되겠고.5) 가능하면 단독다가구 주택, 법인이 주인인 주택(대출, 보험가입이 어려움)을 피하는 것이 좋겠지요.​2) 대출 프로세스5%이상 계약금걸어 계약---> 그 계약서에확정일자 받음---> 1개월 못 남기고융자상담 받음--->심사 및 승인기간(2주) 기다림---> 승인되면잔금일에 대출 실행하여 임대인 계좌에 이체--->임차인의이사 및 전입신고--->주민 등본 은행에 제출하면 끝나겟지요"
477,전세,"비수도권에 카카오뱅크 청년 전세대출을 받아서 전세로 이사를 가려고 합니다. 제가 부동산 관련해서는 완전 무지한 상태라 계약 과정을 알려주실 수 있나요? 예를 들어서, 부동산을 통해 집을 알아볼건데 집 몇군데를 돌아다니다가 마음에 드는 집이 있으면 그 집 등기부등본을 받아서 확인 후 추후에 다시 부동산에 연락드리는게 가능할까요? 선순위채권이랑 근저당을 보라고 하시던데 뭐가 뭔지는 자세히 잘 몰라서 집에 들고와서 자세히 보려고 하는데 못들고가게 하면 어떡하나요? 부동산통해서 계약을 진행하게될 때 진행과정같은 경우를 알려주세요","부동산에서 중기청 된다고 한 매물을 계약했습니다.(전세 보증금의 5%)중기청 대출 안 나올 경우 계약금 반환 특약을 넣었고 그 후에 은행에 가서 알아보니 설정금액이 많고 집을 담보로 한 대출도 많아서 중기청 대출을 받을 수 없다는 대답을 들었습니다.부동산에서는 계약금을 반환하려면 집주인과 만나야 한다고 서류를 갖고 오라고 하는데 집주인은 부동산이랑 얘기를 하라며 서로 책임을 전가합니다.만약 계약금을 못 돌려받는다면 어떻게 처리해야 하나요? 경찰에 신고하면 될까요?그리고 혹시 부동산에도 수수료를 줘야하나요? 중기청 된다고 소개했는데 안 됐을 경우 부동산에서 책임지는 건 없나요?[만약 계약금을 못 받으면, 임대인에게 내용증명보내고 그래도 답없으면 법원에서 집에 가압류 넣고 경매 진행하면 되는데요. 돌려 줄거예요. 걱정마세요.  ][계약금 반환특약했면 계약을 없던 것으로 하자는 이야기로 공감할 것이라 중개업소에서 중개보수 달라고 하지 않을 거예요. 걱정이 너무 앞선듯합니다. 임대차계약 해지서류 서명하시고 계약금 돌려 받으세요.]"
478,전세,부동산에서 중기청 된다고 한 매물을 계약했습니다.(전세 보증금의 5%)중기청 대출 안 나올 경우 계약금 반환 특약을 넣었고 그 후에 은행에 가서 알아보니 설정금액이 많고 집을 담보로 한 대출도 많아서 중기청 대출을 받을 수 없다는 대답을 들었습니다.부동산에서는 계약금을 반환하려면 집주인과 만나야 한다고 서류를 갖고 오라고 하는데 집주인은 부동산이랑 얘기를 하라며 서로 책임을 전가합니다.만약 계약금을 못 돌려받는다면 어떻게 처리해야 하나요? 경찰에 신고하면 될까요?그리고 혹시 부동산에도 수수료를 줘야하나요? 중기청 된다고 소개했는데 안 됐을 경우 부동산에서 책임지는 건 없나요?,"네, 전세계약 시에는 여러 부동산과 공동으로 진행할 수 있습니다. 중개수수료는 각 부동산과 상담하여 협의하시면 됩니다.제 답변으로 도움이 되셨길 바랍니당"
479,전세,"A부동산에서 전세집을 보려고 갔는데B부동산과 같이 안내를 받은 상황입니다.전세계약 시 A부동산,B부동산과 공동으로 진행한다고 하는데이런 경우도 있나요?그리고 이때 중개수수료는 어떻게 되는지 궁금합니다.",​위약금 약정이 없는 한 배액배상을 청구할 수 있는 것이 아닙니다.​상대방이 해제할 경우 배액 주고 하는 거고​본인이 해제할 경우 준 거 포기하는 겁니다.​위 상황을 보니 합의하여 계약금 받고 종결하시는 것이 나아 보임
480,전세,제가 살고 있는 집이 수도권이랑은 좀 떨어져있는데요.부동산소송변호사를 수도권에서 선임할 수도 있을까요?직장은 경기도라 이 근처에서 상담 받아보고 싶어서요.전세사기 말만 들어봤지 제가 당할줄은;;보증금을 못받게 생겨서 부동산소송변호사 알아보고 있습니다.답변 부탁드려요~~,"부동산에서 전세매물 금액을 2억으로 하고 다시 계약서를 작성하고 1천만원에 대해서는 따로 천만원에 대한 계약서를 작성 하자고 합니다, 혹시 위 같은 편법으로 계약을 맺을경우 문제가 생기는 점은 없나요?계약만기시 2억1천 돌려받는데 아무 문제가 없을까요?​---> 일이 되게끔 하려고 노력을 하는 중이지요, 그러지 않으면 대출이 어려운 것이니 약간의 편법을 동원한것이고, 1000만원의 다른 계약서나 차용증으로 하거나 월세로 전환하여 2억/4만원 정도로 계약서를 바꿔서해도 크게 문제는 없겟지요."
481,전세,이번에 전세계약을 할려고하는데요전세 계약금이 2억1천입니다그런데 신혼부부 전세대출을 받으려는데 2억이하인 전세매물에 대해서 신혼부부 전세대출이 가능하다고해서부동산에서 전세매물 금액을 2억으로 하고 다시 계약서를작성하고 1천만원에 대해서는 따로 천만원에 대한 계약서를 작성하자고 합니다 혹시 위 같은 편법으로 계약을 맺을경우 문제가 생기는 점은 없나요?계약만기시 2억1천 돌려받는데 아무 문제가 없을까요?,"부동산에서 전세매물 금액을 2억으로 하고 다시 계약서를 작성하고 1천만원에 대해서는 따로 천만원에 대한 계약서를 작성 하자고 합니다, 혹시 위 같은 편법으로 계약을 맺을경우 문제가 생기는 점은 없나요?계약만기시 2억1천 돌려받는데 아무 문제가 없을까요?​---> 일이 되게끔 하려고 노력을 하는 중이지요, 그러지 않으면 대출이 어려운 것이니 약간의 편법을 동원한것이고, 1000만원의 다른 계약서나 차용증으로 하거나 월세로 전환하여 2억/4만원 정도로 계약서를 바꿔서해도 크게 문제는 없겟지요."
482,전세,상속 부동산 전세보증금 반환 질문에 대해 궁금한 점이 있습니다 아파트 전세를 주고 나서 아버지가 편찮으셔서 매매를 내놓고 계약금과 일부 금액을 받은 후 아버지가 사망하셨습니다    상속등기는 형제 3명 협의 분할로  진행 중이며      잔금일자에  새로운 매도인이  대표 상속인에게 입금을 해서 보증금 반환 후 남은 금액을 협의분할 지분 만큼 분배 해도되는지         아니면    협의분할에 적혀 있는 상속인 3명에게 각자 입금을 하고 그 지분만큼 세입자 에게 입금을 해야하는지   궁금합니다 추가로   새로운 집주인이  상속등기인에게 입금을 먼저 안하고    세입자에게 전세 보증금을 돌려주고  남은 차액을 상속등기인 지분만큼 입금을 받아야하나요??,"# 법무법인(유한) 강남 | 김상윤 변호사# [변호사 프로필보기] | [더 많은 변호사 답변 보기]# 질문글 원문 링크 < 클릭안녕하세요,가압류 등 절차를 통해 책임재산을 확보하시고, 보증금반환청구의 소를 제기하셔야 합니다.자료를 확인해봐야 알겠으나, 일응 보증금과 기타 손해에 대해 함께 청구하실 수 있을 것으로 보입니다.편하게 연락주십시오, 감사합니다.# 지식iN 변호사 답변은 로톡과 네이버의 콘텐츠 제휴를 통해 변호사가 직접 정확하고 신뢰할 수 있는 답변을 전달해 드립니다.# 로톡은 법무법인이나 법률사무소가 아니며, 법률사무를 제공하지 않습니다. 모든 법률상담은 로톡을 이용하는 각 변호사 회원이 직접, 독립적으로 수행합니다.-변호사와 의뢰인을 더 가까이, 로톡"
483,전세,"전세 1억6천 / 10 집에 살고 있는데요만기일이 11월29일인데, 22-09-19 부터 22-11-16 집주인이 연락이 계속 안되다가 오늘에서야 전화가 됐어요22-11-16 다른 사람 핸드폰으로 전화해서 연락이 되었는데, 보증금을 다음 세입자가 올 때까지 못 돌려준다고 하시고보증보험사에선 반환 보험은 없고 전세보증보험 뿐이라 만기일에 반환을 못 할 경우 공사가 대납하고 제앞으로 빚이 생기면서 신용도 하락이 일어난다고 하더라구요22-10/11 동안 부동산 여러군데 집주인 대리인과 제가 집을 올렸고22-11-10 이미 다른집 알아보려고 다음집 계약자에게도 계약금 2백만원을 걸어둔 상태인데요보증금 반환이 되지 않을 경우 이사갈 집에 대한 대출 연장이 불가능 할 상황이라 어떤 절차가 있는지 모르겠지만 보증금 반환 청구 소송과 제 불이익에 대한 손해에 대한 책임을 묻고 싶어요관련태그: 임대차","임차인이 많은 다가구 주택은 권리관계가 매우 복잡합니다.우선 선순위 임차인이 아니시면,입주하시는거 추천 드리지 않습니다.가계약금만 포기 하시면 됩니다. 괜히 보증금 손해 볼 수 있습니다."
484,전세,신축 다가구 쓰리룸 1억8천 전세이며 어제 가계약을 백만원입금한 상태이며 대출안나올경우 취소해준다고 햇으며 부동산중개인 말로는매매가격이 33억인데 융자는 건물의 반정도니 15억 있고(등기부등본상 18억) 19가구중 전세자6명있있고 월세도있는건물이라 나쁘지않다고 하셧는데 괜찬은 건물인가요..?부동산 에서는 정 불안하면 1년6개월정도 살다가 선순위세입자들보다 먼저 나가는 방법이 있다곤 하는데 중간에 나갈경우 세입자 구하는수수료도 저희부담일테고 쉽게 구해지진않을꺼같은데 전세계약을 1년만 해달라고 요청 할수도있나요?? 1년이된다고해서 할경우 선순위보다 먼저나가게되는거고 그때 돈을 못돌려받으면 저희가 경매신청하면 댄다는데 그럼저희는 우선권이 생기나요??1년이되기전 문제가 생겻을경우엔 1년계약이여도 7번째 입주니까 순위는 후순위인거겟죠..?처음전세구하는거고 오래살집알아보던거라 잘알아봣어야햇는데 천만원깍아준다하고 부동산의독촉에 입금하고 알아보려니 너무어렵네요ㅠㅠㅠㅠ..중개수수료도 소개많이 해달라고 안받는다고 하셧는데 걱정하고 살빠엔 백만원 포기가 맞을까요ㅠㅠㅠㅠㅠㅠㅠ 취소할 경우 보증금의 남은 계약금 다 낼필요없이 100만원만 포기하면대나요?ㅠ,"임차인이 많은 다가구 주택은 권리관계가 매우 복잡합니다.우선 선순위 임차인이 아니시면,입주하시는거 추천 드리지 않습니다.가계약금만 포기 하시면 됩니다. 괜히 보증금 손해 볼 수 있습니다."
485,전세,상속 부동산 전세보증금 반환 질문에 대해 궁금한 점이 있습니다 아파트 전세를 주고 나서 아버지가 편찮으셔서 매매를 내놓고 계약금과 일부 금액을 받은 후 아버지가 사망하셨습니다    상속등기는 형제 3명 협의 분할로  진행 중이며      잔금일자에  새로운 매도인이  대표 상속인에게 입금을 해서 보증금 반환 후 남은 금액을 협의분할 지분 만큼 분배 해도되는지         아니면    협의분할에 적혀 있는 상속인 3명에게 각자 입금을 하고 그 지분만큼 세입자 에게 입금을 해야하는지   궁금합니다 추가로   새로운 집주인이  상속등기인에게 입금을 먼저 안하고    세입자에게 전세 보증금을 돌려주고  남은 차액을 상속등기인 지분만큼 입금을 받아야하나요??,"전문 상담사 - 용비물패 - 입니다.      정성 스럽게 작성하여 도움될수 있는 수기 답변 드리겠습니다.^^   정성스런 답변:   전세계약 만기 전 중개수수료는 일반적으로 재계약하지 않을 의사를 밝히는 기준에 따라 달라집니다. 만약, 세입자가 2달 전까지 재계약 의사를 밝히지 않는다면, 부동산 중개사와 이를 중개로 매칭되었을 때 중개수수료를 부담하게 됩니다.  대신, 만기 6개월 전으로부터 재계약 의사를 밝혔다면 임대인이 중개수수료를 부담합니다. 만기 시점은 집주인이 중개수수료를 부담하는 시점이며, 10월 말일이 만기라면 이전 6개월간의 기간에 해당합니다.​"
486,전세,전세계약 만기 2달 전에 재계약 의사사 없음을 알려야 세입자가 손해보지않는다는 것은 알고있습니다.만기 6개월 전에 사정으로 인해서 집을 빼야돼서 재계약 없이 다시 들어올 세입자를 구하고있는 중인데요 부동산 분위기때매 안구해지고 있습니다. 원래 만기 한참 전에 뺄때는 중개수수료를 제가 부담해야되는걸루아는데 만기 시점 몇개월 전부터 임대인 부담으로 넘어가나요? 2달 전부터 인가요? 예를 들어 10월 말일이 만기면 8월 말부터는 집주인이 수수료 부담하는건가요? 정확히 기간을 알고싶어 문의드립니다.,"전 가압류 및 가등기 설정 전)까지 모든 책임을 진다.​두 매물 모두 오피스텔이며 준공된 지 오래된 매물입니다. A매물은 전세가가 매매가의 80%로 비교적 낮은 가격이지만, B매물은 전세가가 매매가의 90% 이상으로 더 높은 가격입니다. B매물은 보증금 보험 가입을 위해 전세가를 낮추었기 때문에 월세 10만원이 추가로 필요하다고 합니다.​두 매물 모두 HUG대출이 가능하고 보증금 보험이 가입되어 있습니다. 또한, 임대인 세금 체납 여부를 확인할 수 있고, 특약사항으로 임대인의 후순위대출(근저당설정) 불가 및 잔금 전 가압류 및 가등기 설정 시 임대인이 모든 책임을 진다는 내용이 포함되어 있다고 합니다.​이러한 조건들을 고려할 때, 상대적으로 안전한 매물이라고 할 수 있습니다. 그러나 부동산 거래는 항상 주의가 필요하며, 실제로 계약을 진행하기 전에 전문가의 조언을 듣는 것이 좋습니다. 또한, 임대인의 신뢰성과 임대 조건을 자세히 조사하고, 계약서의 모든 조항을 신중하게 검토하는 것이 중요합니다."
487,전세,"서울에서 전세매물 구하는 중인데 궁금한게 있습니다.부동산에서 상담받은 매물이 두개 있는데 둘 다 오피스텔이고 준공된지 각각 8년(A매물), 20년 정도(B매물) 된 매물입니다.A매물은 전세가가 매매가의 80%, B매물은 90% 이상입니다. 두개 다 보증금 보험이 가입되고 HUG대출이 되는 곳입니다. B매물은 보증금 보험 가입을 위해 전세가를 낮췄기때문에 월세 10만원이 추가로 필요하다고 합니다. 두 매물 다 계약 시에 임대인 세금 체납 여부 확인 가능하고 특약사항으로 아래의 내용을 넣어준다고 하는데 안전한 매물일까요?7.임대인은 전세계약 2년 계약기간동안 후순위대출(근저당설정)을 받을 수 없다.8.임대인은 잔금 전 가압류 및 가등기가 설정될시 모든 책임을 진다. -임대인은 임차인 입주일(잔금날)에 전입신고 완료 후 다음날 00시 이후 임대차효력발생시까지 향후 7일간 기타 권리하자 등 을 발생시킬경우   해당 계약은 무효로하며, 계약해지하기로 한다. 9.임대인은 임차인 계약만기일까지 다음세입자가 안구해지더라도 계약만기일에 보증금을 즉시 반환키로한다.10.본 계약은 임대인 의무반환보증보험 가입조건의 계약이며 반드시 가입하기로 한다. (전세보증금 100% 2년가입,   임차인 보증료 25% 부담) 보증보험 가입 불가시 계약금 및 보증금 전액 즉시 반환한다.11.임대인은 임차인의 청년버팀목전세자금대출(HUG)에 적극 협조하며 청년버팀목전세자금대출(HUG) 불가시 계약금 전액 반환하기로 한다.  -임차인은 대출미발생시 내용증빙이 가능하여야한다.13.[부동산거래신고법]에 따라 임대차 신고대상 주택으로,계약 당사자가 계약일로부터 30일안에 신고하도록 안내함.14.상기특약 외의 사항은 주택임대차보호법에 준하며,민법상 계약에 관한 규정 및 일반 부동산 거래관례에 따른다.    추가내용은 임대인과 임차인이 협의하여 처리한다.","c는 a와 계약을 해도 되고,b와 계약을 해도 되는데 은행은 a와의 계약서를 요구할 것 입니다.만약에 b와 계약을 했는데 무슨 이유로 계약이 해제되는 경우 문제가 발생하게 됩니다."
488,전세,"7월중 이사를 준비하고있어서 계약을 준비중인 집이 있습니다. 현재 집주인A, 새로 집주인이 되는 B, 전세계약준비중인 저(C)현재 부동산 등기본은 A집주인에게 되어있고,부동산 업체가 준 아파트매매 계약서에는 6월30일 매도인은 매매대금의 잔금 수령과 동시에 매수인에게 소유권 이전등기에 필요한서류를 교부하고 부동산을 인도한다라고 나와있습니다.이경우에 전세대출관련해서 미리 계약서를 작성해야하는 상황이니...이번주 4월 28일에 C가 B에게 계약서를 작성하는게 맞는것인지??확인부탁드립니다.","이행각서형식으로 처리하기 보다는, 임대차계약서에 특약사항으로 처리하시는 것이 좋을 것 같습니다. 특약사항에 그러한 내용을 기입하시거나 특약사항을 별도로 작성하여 임대차계약서(거기에는 별도의 특약사항이 있다는 사실을 기재)에 첨부하여 전입신고와 확정일자를 받으시기 바랍니다. 그리고 실제로 1년 후에 1,000만원을 추가로 지급하고 나면 임대차계약서에 2023.  00. 00.에 보증금 1,000만원 인상하여 추가로 지급하였다는 사실을 기재하시고 다시 확정일자를 받아두시면 그 때부터는 증액된 금액에 대해서도 보호가 될 것입니다. 물론, 새로 확정일자를 받기 전에 등기된 권리자들에 대해서는 1,000만원부분에 대해서는 우선순위에서 후순위로 밀리게 될 것입니다. 한편, 임대차계약 당시 이행각서 형식의 문서를 마련한다면 이는 당사자 사이에서 효력이 있으며, 특별한 사정이 없는 한 불법적인 내용에 해당하지는 않을 것으로 보입니다."
