구분,질문,답변
전세,"부동산 건으로 도움을 요청합니다.이전 전세 계약 시 계약 완료일은 22년 10월 30일이지만, 특약으로 아래와 같이 문구를 기재해 놓았습니다."" 만기시에 임차인이 집을 못구할시는 2023년 2월 말까지 연장해주는 조건이다.""작년 계약 당시 집주인은 집을 팔 생각 이었고, 이렇게 인지한 부동산에서는 임차인인 저희에게 새로운 전세집 구할 것을 먼저 제안하였고, 이번해 10월 말 기준으로 저희는 새로운 전세 집을 구하게 됐습니다. 부동산 측에서는 임대인에게 계약내용을 설명하고 전세 계약금을 입금 해달라는 요청에 확인하였다는 문자도 받았습니다. 새로운 전세 집 입주는 12월 말까지로 협의해 놓은 상태입니다.그러나, 이후 집 주인은 집을 파는 것이 아니라 전세를 다시 줄 생각이었고,세입자인 저희와 집주인 간의 서로 협의를 하고 진행되어야하는데 갑자기 부동산을 통해서 이렇게 연락을 받고 진행되는 것에 불쾌감을 나타냈습니다. 어찌되었던 새로 들어갈 집에 대한 전세 계약금 목적으로 10%는 집주인이 보낸 상태입니다.집주인은 현재 집을 다시 내 놓았으나, 거래 절벽으로 인해 집을 보러 오는 사람 역시 거의 없습니다.최근에 한 팀이 와서 계약이 거의 성사될 뻔하였으나 금액 조정을 요청하였으나 집 주인이 추가 금액조정을 하지 않아 어찌되었던 불발되었습니다. (1차 조정은 해줌. 더 요구한 2차 조정은 불발)집주인은 저희가 덜컥 상의도 없이 집을 구해 놓고 집 주인에게 독촉하는 것은 잘못되었다는 입장입니다.그래서 세입자를 제 떄 들어 오지 않는 이상 12월 말에 나머지 전세금도 줄 생각이 없는 듯합니다.특약 조건에 따라 계약 만료를 2월 말로 보고, 현재 저희가 잘못이기 때문에 새로 들어갈 집의 전세금을알아서 구해야 하는 것인지.. 아니면 문구 그대로 집을 못 구할 시 2월말까지 연장하는 조건이기 때문에집을 구했으므로 구한 날짜에 맞춰 집 주인이 나머지 전세금을 줘야하는 것인지 궁금합니다.아울러, 12월 말까지 세입자를 못 구하게 되면, 전세가 양 쪽으로 되게 되는데 이 경우 확정 일자를양 쪽으로 받을 수 있는 건지, 2월 말이 되어도 전세금을 안 줄까봐 세입자로 보호 받을 수 있는 방법이뭐가 있는지 궁금합니다.요즘 집 때문에 밤에 잠을 제대로 못잡니다. 도와주세요.",그  전세집에 전세금 반환청구를 위한 임시 보전조치로 가압류를 해 보세요
전세,현재 중기청으로 전세를 살고 있습니다만기 2년 중 1년이 다 되어가는 과정이고전세보험은 측정이 안나온다는 이유로 못들고 있었습니다집주인이랑 연락을 해보니 일년이나 남았지만전세금을 돌려줄 수 없다는 답변과 함께집주인이 다주택자라고 대출이 불가능한 상황이라고만 이야기합니다제 입장에서 세입자를 구할 수 있게 부동산에 매물을 놔달라고 요청해도 올리지않고 집주인이 현재 연락이 안되는 상황입니다아직 전세 만기까지 일년정도가 남은 상황에서 제가 할 수 있는 방법이 어떤건지 알려주세요ㅠㅠ,전세가가   매매가와   비슷해서 그렇습니다.​매매가가 하락하면  깡통전세  될  수도  있습니다.
전세,오피스텔 원룸 전세로 구하고있는 사회 초년생입니다월세에서 전세로 가려다보니 모르는것들이 너무 많아 공부중입니다.제가 계약하려고 하는 집은 매매가 1억 6천이고전세가도 거의 동일합니다중기청 80 전세자금대출 나머지 해서 들어가려고 계획중인데현재 부동산에 문의해보니 융자없는깔끔한집이고 중기청 가능한 집이라고 하는데 이상하게 전세보증보험이 안되거나 일부만 가능하다고 합니다.전세보증보험이 안되는 경우가 있나요? 혹시 그러하다면 어떠한 이유에서 공인중개사가 보증보험 가입이 어렵다고 하는것 일까요?,전세자금대출을 받으셨으면 묵시적 갱신이 되더라도 계약서를 재작성 해서 제출하셔야 할겁니다.특별히 조심할 사항은 없습니다.
전세,안녕하세요. 부동산계약 재계약문의닙니다.23년 2월 25일 만기입니다.계약햇던 부동산에 2달남았는데 집주인분 의사가 어떤지 여쭤봤는데 집주인에게 연락은 없다하셨어요.연락없으면 묵시적 연장으로 된다고하는데저희 전세대출이랑 이런건 어떻게해야하고 서류처리는 어떻게 되는건지 궁금합니다.은행가서 연장신청 미리해도되는건가요? 갑자기 주인이 돈을올린다고하면 5%밖에못올리는게맞나요 ?5%올린다고 통보받고 재계약시 안전하게 부동산끼고하고싶은데 복비는 얼마줘야하나요 ?따로 조심할점이있으면 안내해주시면 감사하겠습니다. 새해복 많이받으세요 :),​​부동산에서 계약 만기시 전세금 보장 확실하게 해주겠다 이런게 붙어있던데 이것도 법적효력이 있으려면​그 중개사와  보증금 관련 개인적인 계약서 작성해야 안전하고 법적 근거자료가 남겠죠​더 좋은건 그 중개사 개인 제산에 가압류를 걸어 두거나​그런 경우는  안 해 줄거지만​명확한 증거자료가 남는게 좋겠죠.​​매매가 대비  선순위 대출금액  + 본인 보증금 금액이​70% 이하면 안전한 집에 속하고​그런 집은​전세 보증보험 가입이  일반적으로 가능할겁니다.​​전세보증보험까지 가입이 된다면 안전한 집에 속합니다.
전세,전세계약을 위해 알아보는 부동산 초짜입니다..등기부등본을 떼어보니 소유권이전 이라면서 이제 거래가액이 9억으로 적혀있는걸보니이 건물을 9억에 샀다는거같고 이제 을구에 근저당권 설정이 적혀있고 채권최고액이 이제 4억 5천정도 적혀있던데 이 집이 전세계약했을때 안전할까요..?그리고 그 건물에 이제 부동산에서 계약 만기시 전세금 보장 확실하게 해주겠다 이런게 붙어있던데 이것도 법적효력이 있는건가요..?,​친척이 아니라 여편내가 와도 소유자가 아니면​계약하면 안됩니다.​​
전세,2년 전쯤 한 부동산에서 전세계약을 했는데그때 대리인 신분으로 친척분이 오셔서 하셨었습니다그런데 지금 다시 그 계약서를 보니대리인 신분으로 한다라는 말은 들었었지만 위임장도 없었고 계약서상에도 대리인으로오고 사인한다는 부분이 없습니다혹시 이 부분이 문제가 되나요? (사진첨부)임대인에 사인되어있는 이름은 집주인인데대리인이라는게 명시가 되어있지도 않고 그냥집주인의 이름과 도장만 찍혀있습니다,문제 없습니다.​일단 부동산 통해 최고를 하고  다른 세입자 구합니다.
전세,"안녕하세요 저는 다가구주택 임대인입니다이번에 반지하층 전세 4천만원 계약을 했는데요 (현재공실)세입자가 10일후에 들어오겠다고 하면서 계약금을 20만원만주고 이삿날 잔금을 치르겠다고 하고 계약을 했습니다사정이 있는거같아 계약금 10%인데 사정을 봐줬어요그런데 이사당일날 연락이 없어 전화를 했는데 사정이생겨 이사를 못들어온다고 파기를 하겠다고 하더라구요너무 황당하고 걱정이 됩니다 계약서 쓸때 부동산에서 원본계약서와 세입자가 쓸데가 있다고 (대출관련인듯) 사본계약서까지 챙기고 영수증20만원,건축물대장,등기부등본을 세입자에게다줬습니다 지금 걱정은 원본 계약서와 서류들로 그들이 이득을 취할수있는 일이 어떤게 있을수 있을까요저한테 불이익이 생기는 일은 없을까요? 너무 계획적으로 계약파기한 느낌이 들어서 걱정되네여..",​말씀만 하시면 됩니다.다만 임대인이 증빙을 요구할 경우에는 증빙을 하셔야 겠습니다.
전세,전세대출 부결 특약이 있을시 부결되면 부동산에 걍 부결됬다고만 말하면 될까여??아니면 증빙할만한게 필요한가요,"부동산 전세계약에서의 보증보험은 전세금의 일정 비율을 보장해주는 것입니다. 일반적으로 전세금의 10% 정도를 보증보험으로 가입하는데, 이 경우에는 전세금 2억의 10%인 2000만 원을 보증보험으로 가입한다는 뜻입니다.​하지만 부동산 측에서는 보증보험이 18400만 원까지 가능하다고 한 것으로 보입니다. 이 경우 18400만 원은 전세금의 9.2%에 해당하는 비율입니다. 따라서 2000만 원이 아닌 18400만 원을 예치금으로 받는 것입니다.​이는 일반적인 전세계약과는 조금 다르지만, 부동산 측에서 보증보험을 18400만 원으로 한정한 이유는 그에 맞는 보험상품을 선택했거나, 보험료의 일부를 절감하기 위해서 일 수 있습니다.​안전성에 대해서는 보증보험은 잠재적인 위험에 대비하는 역할을 합니다. 하지만 예상치 못한 사건에 대해서도 100% 보장해주는 것은 아닙니다."
전세,"현재 이사를 앞두고 보증보험이 되는 오피스텔을 보고 있는데요.현재 제가 보고 있는 오피스텔이 전세2억인데요, 부동산 측에서 보증보험이 18400까지 가능해서 계약서는 18400으로 쓰고 1600은 예치금으로 한다는데, 이해가 안되는데 ㅠ 이렇게도많이 하나요?? 안전한건가요???","​​기존 계약서는 건들지 말고​새로 계약서 작성하는게 좋습니다.​ 갱신청구권 사용한 연장 계약 일 때 가능한 부분입니다.​일반 연장계약은 해당 안됨"
전세,"안녕하세요현재 전세계약이 2년 만기가 거의 다 돼서 전세 재계약을 하려고 합니다. 그런데 전세기간동안 집주인이 바뀌고 계약서를 새로 작성하지 않아전 집주인과의 계약서만 가지고 있습니다.새로운 집주인과 부동산 중개인 없이 재계약을 하려고 합니다.기존 계약 내용 그대로(보증금 변동 없이) 재계약 할 예정인데,전 집주인과 쓴 계약서 특약사항에 기간 갱신 내용만 기재하고 서명 날인할까요?아니면 새로운 집주인의 인적사항을 알기 위해 새로운 계약서를 작성할까요?재계약하면 계약 기간이 만기되지 않아도 3개월 전에만 집주인에게 알리면책임 없이 퇴거 가능하다는걸로 아는데, 어떻게 계약하는 것이 임차인에게 유리할까요?답변 미리 감사드립니다.",전세 중계수수료 6억원이상의 경우 0.8%이내(상한요율 0.8% 이내에서 개업공인중개사가 정한 좌측의 상한요율 이하에서 중개의뢰인과 개업공인중개사가 협의하여 결정함)잔금 처리할때 지급하시면 됩니다.
전세,"전세 사기로 인해 보증금을 돌려받고 있지 못하고 있는 상황입니다.- 현재 상황 요약 -건물은 경매를 통해 새로운 주인에게 넘어갔습니다.최소 보증금만 받은 상태이며, 절반을 넘는 보증금은 돌려 받지 못했습니다.- 세부 상황 -건물의 전 임대인과 저와 계약한 임대인이 있습니다.전 임대인이 전세 사기를 쳤고, 현재는 구속되어 있는 상태로 알고 있습니다.전 임대인과 저와 계약한 임대인이 건물 소유권 관련해서 약 3년 정도 민사 소송이 진행되었었고,계약한 임대인이 승소하여, 소유권이 전 임대인에게 넘어 간다고 했습니다.허나, 전 임대인이 구속된 상태로 소유권 이전이 정상적으로 진행되지 않는다고, 계약한 임대인이 주장했습니다.건물은 경매로 새로운 임대인으로 변경되었습니다.돌려 받지 않은 보증금을 받기 위해서 계약한 임대인에게 연락하면,저와 계약한 임대인은 전 임대인한테 돈을 받으라고 합니다.현재 상황에서 어떻게 해야될까요? 돈을 받을 수 있는 방법이 있을까요?계약한 임대인이 보증금을 돌려줘야되는게 아닌가요?",감액 계약으로 보증금이 작아지면 반환 받은 보증금을 대출 비율에 맞춰서 차액을 상환해야겟지요. 대필료 5만원 정도 주면 되겟지요.
전세,1. 상황  1) 기존 전세 거주지 계약이 만료되는 시점이 다가옴 2) 재계약 계획인데 시세가 많이 떨어져서 전세재계약 보증금 금액을 인하할 계획 2. 문의사항 1) 전세재계약 보증금 인하 (집주인과 합의 완료) 시 기존 전세대출 계약은 어떻게 하나요? 상세한 절차를 알려주시면 감사하겠습니다. 2) 재계약 시 부동산 복비는 얼마나 지급해야 할까요? 인하 시에는 그냥 수고비(?) 정도만 준다고 들은것 같습니다. (인상인 경우에는 인상금액만큼의 복비를 내야한다고 들음),감액 계약으로 보증금이 작아지면 반환 받은 보증금을 대출 비율에 맞춰서 차액을 상환해야겟지요. 대필료 5만원 정도 주면 되겟지요.
전세,"이번에 전세만기로 10월에 전세종료되는데살고있는집 집주인이 돌아가셨고, 상속자는 아들인데 지금 상속문제로 아직 명의변경을 못하셨다고 합니다집을보러오고 새로운 세입자가 계약을하려면 전세집 명의자정리가 되어야될텐데 집보러온사람이있어서 상속자 아들분에게 연락했더니이번에 아버지 명의 다른 건물도 대리인으로해서 연장계약해서, 아마 이 집 전세 계약도 대리인으로해서 계약하면 될거라고 하시더라구요..융자없고 그럴분은 아니신건 아는데 요새 전세사기가많다보니 새로운 세입자 입장에선 조금 찝찝한감이있어서 다음 세입자 구해지는게 오래걸릴까봐걱정되는데 상속변경을 못한상태여도 예비상속자가 대리인으로 전세계약을 체결할수있나요?그 세입자는 lh로 들어오는거라고 해서 이게가능한가 군금합니다..","현재 기존의 임대차 내용과는 다른 내용으로 (이자를 지급하는 방식으로) 양 당사자가 의사의 합치를 이룬것이므로 이러한 조건으로 다시 새로운 계약이 성립되었다고  보시면 됩니다.그러므로1) 계약기간을 넘어서 사신다고 할 경우, 기존의 계약이 갱신되는 것이 아니라, 임대인이 제시한 이자를 지급하는 방식으로 합의된 재계약에 기반하여 임대차목적물을 임차하여 거주하시는 것입니다. 2) 서면으로 재계약을 하지 않으시더라도, 이미 새로운 계약을 체결한 것입니다. 따라서 기간을 넘기는 경우에는 해당 새로운 계약에 기반하여 임대차계약이 맺어져 거주하시는 것이므로 특별한 문제는 발생하지 않습니다. 다만 계약종료일까지 거주하실 수 있는 대신, 보증금을 반환받으실 수 없게 되는 것입니다.3) 재계약을 하지 않고 보증금을 돌려달라는 의사표시를 한 경우, 이는 계약의 해지의사를 표시한 것이므로 현재 계약의 종료일을 기준으로 보증금반환을 요청하시기 바랍니다. 다만, 임대인이 보증금반환을 해주지 않을 가능성이 매우 높아보이는바, 반환을 받으실 때까지는 계속 점유하시면서 거주하셔도 무관합니다. 임대차 부동산을 비워주는 것과 보증금반환은 동시이행관계에 있어, 퇴거하지 않으시는 이상 전세보증금 지연으로 인한 이자 지급요청은 불가능합니다."
전세,"안녕하세요. 부동산 전세로 살고 있는 임차인입니다.곧 전세 기간이 만료되는 시점으로 임대인과 재 계약 과정에 궁금한 부분이 있어서 문의를 남깁니다.자세한 내용은 하단에 기재하겠습니다.계약 기간: 2021년 3월 31일 ~ 2023년 3월 31일전세금: 약 2억 전세 대출: 약 1억 5천보증 보험: 가입현재 상황:  1) 1월 말 임대인과 통화하여 재 계약 의사 전달.(현재 시세가 기존 전세가 대비 20~ 30% 떨어져 전세금 중 일부를 돌려받고 재 계약하고 싶다고 의사 전달) 2) 임대인 답변 - 전세금을 돌려주는 방법 대신 매달 이자의 일정 부분을 대신 납부해주는 조건으로 재계약 조건 제시 - 이 부분은 약 한 달 전에 집주인이 제안한 카카오톡 내용을 가지고 있습니다.      임차인 - 해당 계약 방식에 승낙했으며, 부동산에서 계약하기로 함 3) 현재 상황 - 계약 만료 기간이 약 열흘 남은 상황인데 아직 재 계약하지 않음궁금한 내용 1)  현 상황에서 계약 기간을 넘어서 살면 자동으로 계약이 갱신되는 건가요? 2) 재계약하지 않고 계약 기간을 넘기는 경우 법적으로 어떤 문제가 발생할 수 있는지? 3) 현 상황에서 재 계약하지 않겠다고 얘기하고 보증금을 돌려달라 의사 표시를 했음에도 계약 만료 당일 보증금을 돌려받지 못한다면 어떤 방법을 취할 수 있는지? - 전세 보증금 지연으로 인한 이자 지급 요청이 가능한지관련태그: 계약일반/매매, 임대차","​​일반적으로 부동산 전세계약에서 대항력은 전입신고일부터 발생합니다. 따라서, A만 먼저 전입신고를 한 경우, B는 전입신고를 하지 않은 상태이므로 대항력이 발생하지 않습니다.​따라서, 추후 B가 현재 살고 있는 집에서 나가서 A 밑으로 세대원으로 들어온 후 B로 세대주 변경하고 A가 퇴거하는 경우, 전세잔금날부터 대항력이 발생합니다. 이 경우 B는 대항력이 없으므로 전세금 전액을 지불해야 합니다.​하지만, 전세계약서에 대항력과 관련된 구체적인 조항이 명시되어 있다면 해당 조항에 따라 대항력이 발생할 수 있습니다."
전세,"안녕하세요~ 대항력 관련해서 궁금한게 있어 여쭤봅니다. 부동산 전세계약을 공동임차인(A, B)으로 계약한 후 전세잔금날 A만 먼저 전입신고를 합니다.B는 현재 살고 있는 집이 나가지 않아서 그 쪽에 전입을 유지해야 되는 상황이구요.추후 B가 살고있는집이 나가서, A 밑으로 세대원으로 들어온 뒤, B로 세대주 변경 후 A는 퇴거할 경우,전세잔금날 부터 대항력이 유지되는걸까요?","7000만원이 없어서, 그 집을 근저당(?)으로 해서 대출해서 현 임차인에게 3억을 준다고 합니다.​부동산에서 말하기로는 그 7천만원 대출에 대해서 저희는 후순위로 밀려 크게 상관없을거라고 하시는데… 괜찮은건가요??​>> 일단 적어놓으신 내용으로는 안괜찮습니다.후순위로 밀리면 이런 상황이 됩니다.1순위 근저당 7천만원 대출2순위 임차인 보증금 2억7천이 되면나중에 경매 실행 되었을때 7천만원을 제외한 나머지 금액에서 보전받게 됩니다.​임차인께서 계약을 하실때 등기는 무조건 깨끗해야 합니다.임차권 등기 하기 전에 근저당으로 대출을 받든 몰 하든 완납이 되어 깨끗한 상태에서임차권 등기를 해야 2순위가 되는 불이익을 받지 않습니다.​부동산에서 괜찮다고 하는 것을 보면 이해를 잘못하셨을 가능성이 있는데임차권등기 전에는 등기부등본이 무조건 깨끗해지느냐만 파악하시면 2순위가 되는불이익을 받지 않으실겁니다.​한 예로 집주인이 근저당 있는 상태에서 대출완납을 못하고 임차인을 받을 때임차인이 낸 보증금을 가지고 대출완납을 한 후 등기부등본이 깨끗해진 상태에서임차권등기를 하면 임차인이 1순위가 됩니다."
전세,"아직 계약 전이긴 합니다만,부동산 전세를 2억 3천에 하려고 하는데요.현재살고 있는 임차인이 3억에 전세를 살았는데전세가 떨어지고 집주인 입장에서는 그때와 지금을 비교해서 7천만원이 차액이 생겼는데,7000만원이 없어서, 그 집을 근저당(?)으로 해서 대출해서 현 임차인에게 3억을 준다고 합니다.부동산에서 말하기로는 그 7천만원 대출에 대해서 저희는 후순위로 밀려 크게 상관없을거라고 하시는데… 괜찮은건가요??약간 미심쩍어서요 ㅜㅜ","소유자가 아닌 아들이 와서 개인정보를 기록하는 등 소유자의 정보를 기록하는 것이 대리권을 행사하는 것이지 심부를 하는 것이 아니지요.아들이 와서 임대인의 주소, 성명을 기록하고 임대인의 도장을 날인 하면되고, 대리권을 증명하는 소유자의 인감증명서+위임장으로 대리권을 입증하면 되는 것이지 굳이 뒤에 대리인의 석명까지는 할 필요가 없겟지요."
전세,전세계약 작성시 집주인이 원거리에 있는 관계로 집주인 본인이 공인중개사와 미리 협의하여 제반 서류 등을 작성해두고 당일은 아들이 와서 본인(집주인 본인)의 도장으로 본인의 의사에 따라 계약을 한다면 민법상 대리인 개념이 아니라 본인의 의사대로만 전달을 하는 사자의 개념으로 볼 수 있나요?위와 같은 방식으로 계약 진행 시 대리권 남용 등의 문제는 발생하지 않을까요?등기부상에 공시된 집주인 본인과 최소 한 번의 대면이 없이도 영상통화만으로 괜찮나요?집주인 연락처라고 전달을 받아도 그게 진실한 본인의 번호인지를 모르니까요.,계약서는 보통 잔금전에 작성하구요​11월 1일에 계약서 쓰고 11월 15일에 입주해서​당일 전입신고 확정일자 받으시면됩니다. ​뭔가 착각하신거같아요. ​계약서상 잔금일이 11월15일로 표시됩니다.
전세,이번에 원룸 전세계약을 앞두고 있는데 이상한점이 있어 문의 드립니다. 1. 부동산 전세 계약서상에 임대인 전화번호가 부동산 전화번호로 되어 있습니다.   (부동산에서 위임장을 받았습니다. 위임자 : 부동산)※ 만약 부동산에서 위임을 받은거 이기 때문에 상관없다고 한다면 임대인과 통화라도 해야 되는게 아닌지..   임대인 전화번호를 기재해 달라고하는거에 대해서 합당한 조건인가요?2. 위임장을 받았는데 대리인 관련 서류를 받지 않았습니다. 대리인에 대한 주민등록사본이라도 받아야 되는지3. 생활숙박시설이라 보증보험 가입이 되지 않는 집인데 전입신고하고 확정일자하면 안전한건지4. 등기부등본상에 근저당권설정 11억 되어있습니다. 건물시세는 약 31억요즘 전세 사기가 많아 고민이 많습니다. ㅠㅠ 전문가분들 도와주세요~,세입자의 퇴거일은 24.1.23입니다.
전세,제가 돈이 필요하여 소개를 받아부동산 명의를 받아주고 사례금으로 300가량을 받았습니다명의 받았을때 살고 있던 전세 3억 2900만원 전세를 인수 받는 형식으로 했습니다(집에는 대출도 없이 깨끗합니다)전세만 있음그럼에도 300을 안주어 독촉하니 월세로 임차인과 다시계약 할거니 확정일자를 받아 달라해서 받아주고 300을 받았습니다(나중네 알고보니 위조더라거요…)그후로 집을 가져가지 않아 연락 했지만 연락이 두절되었고 결국에 나중에 알아보니 확정일자 다시 받아 대출을 하려 했다가 제가 더 안해주니 결국 포기한 모양이더군요…문제는 임대인과 계약 만료로 보증금을 주어야하는데 대출도 따로 없어서 집을 팔아 주려 했지만… 집이 팔리지 않아 전세금을 반환해주지 못하고 임차인은 hug에 보증보험으로 나갈생각인데 제가 그때 부동산에 무지해서 확정일자 허위로 받은것 때문에 hug에서 임차인이 저를 고소하면 보증 이행한대서 저를 고소했습니다….집만 팔리면 정리가 되는 상황인데(전세 3억2900 시세 3억 6000정도) 수요일 경찰 출석인데 저 형사 처벌 받은적 없습니다 어떤 처벌을 받을까요…? 전?,"임차인이 많은 다가구 주택은 권리관계가 매우 복잡합니다.우선 선순위 임차인이 아니시면,입주하시는거 추천 드리지 않습니다.가계약금만 포기 하시면 됩니다. 괜히 보증금 손해 볼 수 있습니다."
전세,신축 다가구 쓰리룸 1억8천 전세이며 어제 가계약을 백만원입금한 상태이며 대출안나올경우 취소해준다고 햇으며 부동산중개인 말로는매매가격이 33억인데 융자는 건물의 반정도니 15억 있고(등기부등본상 18억) 19가구중 전세자6명있있고 월세도있는건물이라 나쁘지않다고 하셧는데 괜찬은 건물인가요..?부동산 에서는 정 불안하면 1년6개월정도 살다가 선순위세입자들보다 먼저 나가는 방법이 있다곤 하는데 중간에 나갈경우 세입자 구하는수수료도 저희부담일테고 쉽게 구해지진않을꺼같은데 전세계약을 1년만 해달라고 요청 할수도있나요?? 1년이된다고해서 할경우 선순위보다 먼저나가게되는거고 그때 돈을 못돌려받으면 저희가 경매신청하면 댄다는데 그럼저희는 우선권이 생기나요??1년이되기전 문제가 생겻을경우엔 1년계약이여도 7번째 입주니까 순위는 후순위인거겟죠..?처음전세구하는거고 오래살집알아보던거라 잘알아봣어야햇는데 천만원깍아준다하고 부동산의독촉에 입금하고 알아보려니 너무어렵네요ㅠㅠㅠㅠ..중개수수료도 소개많이 해달라고 안받는다고 하셧는데 걱정하고 살빠엔 백만원 포기가 맞을까요ㅠㅠㅠㅠㅠㅠㅠ 취소할 경우 보증금의 남은 계약금 다 낼필요없이 100만원만 포기하면대나요?ㅠ,"LH는 대출을 해 줄 수가 없으므로  전세임대는 ""보증금 지원""을 해 주는 것이고, 전세대출은 은행에서 대출을 해 주는 것이이죠."
전세,"부동산 전세 알아보다가 보통 집 정보 올라오고 집 소개 할 때버팀목 대출, 중기청 대출 가능.. 이런 글들이 자주 보이더라구요그런데 LH대출 불가능. 이렇게 보이는데.어제 부동산에 전화해서 LH전세임대 되는지 문의했더니 저희 LH전세대출이 잘 안되서 안하고 있어요 라고 하더라구요제가 알기로는 전세대출과 전세임대는 다른데, 부동산이 저의 전세임대 문의를 전세대출로 잘못 알아듣고 그렇게 말했나 싶기도 하다가, 뭔가 전세임대 권리분석 조건이 전세대출이랑 비슷해서 동일 의미로 말한건가? 이런 생각도 들구요부동산 쪽은 잘 모르고 있다가 LH전세임대 되서 알아보고 있는데 헷갈리네요둘다 부동산에서는 비슷하게 받아들이는 건가요? 조언 부탁드립니다﻿","클릭전세계약의 특약사항으로, '전세자금대출이 안 될 경우에는 전세계약을 무효로 한다'라고 명시하였다면, 당연히 그 표시된 의사대로 효력이 있습니다. - 그렇지 않다면, 위와 같은 특약사항을 정할 필요가 없겠지요.따라서 임대인이 위 특약사항을 어긴다면, 질문자는 소송내외적으로 임대인에게 계약금반환을 요구할 권리가 있는 것입니다.[경찰출신] 듣는 마음으로 공감하겠습니다.# 지식iN 변호사 답변은 로톡과 네이버의 콘텐츠 제휴를 통해 변호사가 직접 정확하고 신뢰할 수 있는 답변을 전달해 드립니다.# 로톡은 법무법인이나 법률사무소가 아니며, 법률사무를 제공하지 않습니다. 모든 법률상담은 로톡을 이용하는 각 변호사 회원이 직접, 독립적으로 수행합니다.-변호사와 의뢰인을 더 가까이, 로톡"
전세,"이번에 부동산 전세 계약을 했습니다.최근에 전세대출 심사에서 많이 거절된다는 이야기를 들어서'임차인의 전세대출이 거절될 경우도 해당 전세 임대차 계약을 무효로 하고 계약금을 임차인에게 반환한다'는 사항을 특약으로 넣었는데만약 대출이 실제로 거절되고 임대인이 계약금을 돌려주지 않는다면해당 사항이 소송으로 갔을 때 법적으로 효력이 있을지 궁금합니다.관련태그: 계약일반/매매, 임대차","부동산에서 계약하고, 전세보증보험 가입하면 크게 위험한 것은 없을 겁니다.​재개발이 진행되면 특약사항에 ""재개발 절차 진행에 따라 이주 절차 진행시 임차인은 적극 협조한다.""이런 특약이 걸릴 것이기 때문에 2년이 되기 전에 퇴거 하실 수도 있다는 것만 알고 계시면 됩니다.​​------------------------------------------------------------​​@ 추가 문의 필요시 [1:1질문 요청] 또는 답변 [프로필 연락처]를 통해 연락 주시면 친절히 답변해 드리겠습니다.​​​@ 채택 및 친구 추가 부탁드리며, 채택 시 지급되는 해피빈은 불우이웃 돕기에 사용되는 점 참고 바라겠습니다.​​​https://kin.naver.com/profile/hyjeheh"
전세,제가 전세로 이사를 가려고하는데 이사할 곳이 2년뒤에 재개발이 들어가서 그때까진 빼줘야하는데 일단 부동산보증금보험도 들려고 하는데 큰 위험은 없겠죠? 재개발이라고 하니까 혹시나 몰라서 올립니다. 또 전세 할때 조심해야하는 것들도 알려주시면 감사하겠습니다.,"위 상황시1. 제가 걸었던 50가계약금을 돌려받을 수 있늠지2. 기존세입자 계약금도 물어줘야하는지​---> 님이 중개인의 말을 듣고 했든지, 아니면 님 스스로 판단을 했든지 님이 계약한 것에 대한 파기를 할 수가 있는 것이고, 그런 파기를 할 수도 있음을 기존 임차인도 감안하여 계약을 해야 하는 것이지요,오히려 중개인이 1억까지 가능하다고 하여 님이 가계약금을 준 경우라면 중개인에게 손해배상 청구를 할 수가 있겠지요."
전세,"부동산 전세 가계약금 관련1. 1억짜리 집을 gh로 계약하기로함 (가계약금50검)2. 권리분석 넣었는데 9500까지만 나온다고 함3. 중개사님이 9500은 gh로 계약하고 나머지 500짜리 계약서는 따로 쓰자고함(이중계약,gh몰래)4. 그렇게해도 문제없다고하여 알겠다함5. 이곳저곳 알아보니 나중에 500에대한 문제생겼을시 누구도 보상못해줌6. Gh에 적발시 추후 gh혜택불가7. 부동산에 연락하여 계약취소하겠다고함8. 이미 내가 계약한다고하여 현재 살고있는 새입자가이사갈곳에 계약금을 걸었다고함9. 취소할거면 기존세입자 계약금도 본인이 물어줘야한다고함위 상황시 1. 제가 걸었던 50가계약금을 돌려받을 수 있늠지2. 기존세입자 계약금도 물어줘야하는지궁금합니다 많은 답변 부탁드려요!","---------------------------------- 질문자님께서 계약전이나 계약서 작성시에 부동산에 질문을 했는데 알려주지 않았다면법적으로 문제가 됩니다.​하지만 질문자님이 질문도 하지않았고임대인도 부동산도 아무말도 안했다는 것으로는 법적으로 문제를 삼기는 현실적으로 어려워 보입니다.​​ [V]alue [A]dded [C]ommunity--------------------------------------------------- 질문자의 정보 참조 용도로 활용 가능하며, 관련 공공기관에 확인후 진행하시기 바랍니다.1.상담자의 최종적인 소견을 나타낸 것이 아니며, 답변을 제공한 개인 및 사업자의 법률적 책임이 없음을 알려드립니다.2.시의적,물리적 환경에 따라 변경된 여러가지 이견을 가질 수 있으며, 의학적,법률적 소견이 상이한 여러 의견을 모두 수렴하지는 않습니다.3.사건의 구체적 사실과 정황 등에 따라 해석에 대한 이견이 있을 수 있습니다. 상이한 이견을 모두 수렴하지는 않습니다.4.답변은 질문자가 질의한 내용을 기반으로 한 답변자 소견으로, 답변과 관련하여 답변자나 사업자의 법률적 책임이 없음을 알려드립니다."
